subject,run,trial,audio_filename,is_naturalistic,num_words
1,1,56,nat_03681.wav,True,8
1,1,57,nat_08715.wav,True,9
1,1,58,nat_10842.wav,True,9
1,1,59,nat_08516.wav,True,10
1,1,60,ctrl_00317.wav,False,11
1,1,61,nat_09923.wav,True,9
1,1,62,nat_13402.wav,True,9
1,1,63,ctrl_00277.wav,False,8
1,1,64,nat_07278.wav,True,8
1,1,65,ctrl_01070.wav,False,15
1,1,66,nat_05597.wav,True,9
1,1,67,ctrl_00576.wav,False,8
1,1,68,nat_01243.wav,True,7
1,1,69,nat_14364.wav,True,9
1,1,70,ctrl_00665.wav,False,10
1,1,71,nat_10778.wav,True,6
1,1,72,ctrl_00874.wav,False,9
1,1,73,ctrl_00480.wav,False,10
1,1,74,ctrl_00750.wav,False,10
1,1,75,ctrl_01187.wav,False,16
1,1,76,nat_19362.wav,True,9
1,1,77,nat_14984.wav,True,9
1,1,78,ctrl_00708.wav,False,10
1,1,79,ctrl_00561.wav,False,9
1,1,80,nat_16714.wav,True,10
1,2,1,nat_05091.wav,True,11
1,2,2,nat_06597.wav,True,10
1,2,3,nat_02051.wav,True,11
1,2,4,ctrl_00504.wav,False,9
1,2,5,nat_16568.wav,True,8
1,2,6,nat_11839.wav,True,5
1,2,7,nat_14844.wav,True,8
1,2,8,ctrl_00804.wav,False,9
1,2,9,nat_18771.wav,True,10
1,2,10,ctrl_00810.wav,False,9
1,2,11,nat_09775.wav,True,8
1,2,12,nat_12393.wav,True,6
1,2,13,ctrl_01084.wav,False,16
1,2,14,nat_07197.wav,True,6
1,2,15,nat_05411.wav,True,9
1,2,16,nat_05711.wav,True,8
1,2,17,ctrl_01192.wav,False,10
1,2,18,ctrl_00225.wav,False,14
1,2,19,nat_05957.wav,True,6
1,2,20,ctrl_00515.wav,False,16
1,2,21,ctrl_01165.wav,False,6
1,2,22,ctrl_00144.wav,False,7
1,2,23,ctrl_01043.wav,False,15
1,2,24,ctrl_00508.wav,False,6
1,2,25,ctrl_00822.wav,False,16
1,2,26,nat_05848.wav,True,9
1,2,27,nat_12583.wav,True,9
1,2,28,nat_16188.wav,True,8
1,2,29,ctrl_00916.wav,False,6
1,2,30,ctrl_00163.wav,False,11
1,2,31,nat_02178.wav,True,7
1,2,32,ctrl_00481.wav,False,8
1,2,33,nat_19912.wav,True,6
1,2,34,nat_12789.wav,True,10
1,2,35,nat_08635.wav,True,9
1,2,36,ctrl_00315.wav,False,10
1,2,37,nat_02375.wav,True,10
1,2,38,nat_17551.wav,True,8
1,2,39,ctrl_00314.wav,False,9
1,2,40,nat_06897.wav,True,9
1,2,41,ctrl_00180.wav,False,11
1,2,42,nat_17525.wav,True,10
1,2,43,nat_15925.wav,True,11
1,2,44,nat_13698.wav,True,7
1,2,45,ctrl_00080.wav,False,11
1,2,46,ctrl_00552.wav,False,10
1,2,47,ctrl_01066.wav,False,11
1,2,48,nat_09952.wav,True,9
1,2,49,nat_06258.wav,True,9
1,2,50,nat_11881.wav,True,10
1,2,51,nat_19814.wav,True,8
1,2,52,nat_02204.wav,True,9
1,2,53,nat_05160.wav,True,10
1,2,54,nat_14500.wav,True,10
1,2,55,nat_17220.wav,True,8
1,2,56,nat_03773.wav,True,11
1,2,57,nat_03333.wav,True,9
1,2,58,ctrl_00821.wav,False,11
1,2,59,nat_00135.wav,True,10
1,2,60,nat_18892.wav,True,7
1,2,61,nat_13260.wav,True,9
1,2,62,ctrl_00105.wav,False,7
1,2,63,nat_02102.wav,True,11
1,2,64,nat_07971.wav,True,10
1,2,65,nat_04239.wav,True,5
1,2,66,ctrl_00688.wav,False,10
1,2,67,ctrl_00956.wav,False,11
1,2,68,nat_18528.wav,True,7
1,2,69,nat_00597.wav,True,9
1,2,70,ctrl_00617.wav,False,14
1,2,71,nat_02282.wav,True,9
1,2,72,nat_11785.wav,True,11
1,2,73,ctrl_00393.wav,False,9
1,2,74,nat_13702.wav,True,10
1,2,75,nat_19629.wav,True,9
1,2,76,ctrl_00167.wav,False,13
1,2,77,ctrl_00781.wav,False,8
1,2,78,ctrl_00170.wav,False,5
1,2,79,nat_04191.wav,True,10
1,2,80,nat_11620.wav,True,11
1,3,1,nat_05898.wav,True,9
1,3,2,nat_13934.wav,True,11
1,3,3,nat_08368.wav,True,6
1,3,4,nat_11202.wav,True,7
1,3,5,ctrl_00935.wav,False,10
1,3,6,nat_11841.wav,True,9
1,3,7,nat_08457.wav,True,7
1,3,8,nat_11176.wav,True,9
1,3,9,nat_13398.wav,True,8
1,3,10,nat_03643.wav,True,9
1,3,11,ctrl_00475.wav,False,9
1,3,12,nat_00205.wav,True,10
1,3,13,nat_14030.wav,True,7
1,3,14,ctrl_00202.wav,False,9
1,3,15,nat_16129.wav,True,7
1,3,16,nat_02504.wav,True,9
1,3,17,ctrl_00356.wav,False,8
1,3,18,ctrl_00208.wav,False,7
1,3,19,nat_03736.wav,True,10
1,3,20,nat_09656.wav,True,9
1,3,21,nat_16893.wav,True,7
1,3,22,nat_10092.wav,True,9
1,3,23,nat_18059.wav,True,9
1,3,24,nat_16006.wav,True,10
1,3,25,nat_06414.wav,True,9
1,3,26,nat_08895.wav,True,10
1,3,27,ctrl_00241.wav,False,7
1,3,28,ctrl_00741.wav,False,6
1,3,29,ctrl_01020.wav,False,9
1,3,30,nat_07565.wav,True,11
1,3,31,nat_11597.wav,True,10
1,3,32,ctrl_00770.wav,False,11
1,3,33,nat_12932.wav,True,7
1,3,34,nat_14585.wav,True,10
1,3,35,nat_08310.wav,True,11
1,3,36,nat_10513.wav,True,10
1,3,37,ctrl_00735.wav,False,14
1,3,38,ctrl_00162.wav,False,10
1,3,39,ctrl_00744.wav,False,8
1,3,40,ctrl_00250.wav,False,8
1,3,41,nat_17713.wav,True,8
1,3,42,nat_17874.wav,True,10
1,3,43,nat_17205.wav,True,10
1,3,44,ctrl_00785.wav,False,9
1,3,45,nat_08744.wav,True,9
1,3,46,nat_05502.wav,True,9
1,3,47,ctrl_00569.wav,False,11
1,3,48,ctrl_00477.wav,False,10
1,3,49,ctrl_00725.wav,False,6
1,3,50,nat_05107.wav,True,9
1,3,51,nat_08735.wav,True,9
1,3,52,ctrl_00286.wav,False,7
1,3,53,nat_02439.wav,True,10
1,3,54,ctrl_01036.wav,False,12
1,3,55,nat_14620.wav,True,10
1,3,56,nat_06900.wav,True,5
1,3,57,ctrl_00707.wav,False,9
1,3,58,nat_17630.wav,True,10
1,3,59,ctrl_00681.wav,False,17
1,3,60,ctrl_00972.wav,False,10
1,3,61,nat_15630.wav,True,10
1,3,62,nat_15922.wav,True,10
1,3,63,ctrl_00319.wav,False,10
1,3,64,nat_04056.wav,True,9
1,3,65,ctrl_01123.wav,False,10
1,3,66,nat_09980.wav,True,10
1,3,67,nat_00298.wav,True,11
1,3,68,nat_03483.wav,True,9
1,3,69,nat_06785.wav,True,8
1,3,70,ctrl_01133.wav,False,10
1,3,71,nat_17862.wav,True,10
1,3,72,nat_17313.wav,True,8
1,3,73,ctrl_00640.wav,False,9
1,3,74,ctrl_00244.wav,False,7
1,3,75,ctrl_00692.wav,False,10
1,3,76,ctrl_00565.wav,False,12
1,3,77,nat_02825.wav,True,6
1,3,78,nat_02741.wav,True,8
1,3,79,nat_14613.wav,True,7
1,3,80,ctrl_00604.wav,False,14
1,4,1,nat_08404.wav,True,8
1,4,2,nat_15179.wav,True,10
1,4,3,nat_17800.wav,True,10
1,4,4,nat_06537.wav,True,10
1,4,5,ctrl_00348.wav,False,9
1,4,6,ctrl_01092.wav,False,12
1,4,7,nat_16795.wav,True,9
1,4,8,nat_17756.wav,True,9
1,4,9,nat_18373.wav,True,10
1,4,10,nat_05771.wav,True,8
1,4,11,nat_13419.wav,True,9
1,4,12,ctrl_00938.wav,False,5
1,4,13,ctrl_00699.wav,False,6
1,4,14,nat_05272.wav,True,10
1,4,15,nat_04311.wav,True,7
1,4,16,nat_05325.wav,True,8
1,4,17,nat_11203.wav,True,6
1,4,18,nat_04584.wav,True,6
1,4,19,nat_11907.wav,True,7
1,4,20,nat_01790.wav,True,7
1,4,21,nat_16374.wav,True,10
1,4,22,nat_18419.wav,True,10
1,4,23,ctrl_01135.wav,False,6
1,4,24,ctrl_00503.wav,False,15
1,4,25,nat_08362.wav,True,7
1,4,26,ctrl_00100.wav,False,8
1,4,27,nat_16125.wav,True,10
1,4,28,ctrl_00079.wav,False,7
1,4,29,ctrl_00485.wav,False,10
1,4,30,ctrl_00698.wav,False,9
1,4,31,ctrl_01051.wav,False,8
1,4,32,ctrl_00145.wav,False,11
1,4,33,ctrl_00130.wav,False,10
1,4,34,nat_08302.wav,True,9
1,4,35,ctrl_00644.wav,False,9
1,4,36,nat_11732.wav,True,8
1,4,37,nat_01357.wav,True,8
1,4,38,nat_06747.wav,True,11
1,4,39,nat_11001.wav,True,7
1,4,40,nat_13139.wav,True,12
1,4,41,ctrl_00932.wav,False,9
1,4,42,ctrl_01054.wav,False,14
1,4,43,nat_15241.wav,True,9
1,4,44,ctrl_00404.wav,False,10
1,4,45,nat_04526.wav,True,8
1,4,46,nat_11377.wav,True,9
1,4,47,nat_04756.wav,True,8
1,4,48,nat_15940.wav,True,8
1,4,49,ctrl_00232.wav,False,9
1,4,50,nat_02905.wav,True,6
1,4,51,nat_01518.wav,True,9
1,4,52,nat_07231.wav,True,9
1,4,53,nat_01103.wav,True,8
1,4,54,ctrl_00531.wav,False,8
1,4,55,nat_01211.wav,True,10
1,4,56,ctrl_00128.wav,False,8
1,4,57,nat_07585.wav,True,6
1,4,58,nat_10262.wav,True,9
1,4,59,nat_10384.wav,True,11
1,4,60,ctrl_00729.wav,False,10
1,4,61,ctrl_01007.wav,False,14
1,4,62,ctrl_00646.wav,False,10
1,4,63,nat_01623.wav,True,12
1,4,64,ctrl_00209.wav,False,9
1,4,65,ctrl_00034.wav,False,16
1,4,66,nat_15353.wav,True,6
1,4,67,ctrl_00171.wav,False,15
1,4,68,nat_05691.wav,True,9
1,4,69,ctrl_00439.wav,False,11
1,4,70,nat_09409.wav,True,9
1,4,71,ctrl_00400.wav,False,10
1,4,72,nat_15595.wav,True,9
1,4,73,ctrl_00495.wav,False,10
1,4,74,nat_07508.wav,True,6
1,4,75,nat_02818.wav,True,10
1,4,76,ctrl_00098.wav,False,10
1,4,77,nat_15930.wav,True,8
1,4,78,nat_00257.wav,True,9
1,4,79,nat_09353.wav,True,10
1,4,80,nat_15816.wav,True,9
1,5,1,nat_19799.wav,True,9
1,5,2,nat_04270.wav,True,9
1,5,3,nat_02901.wav,True,10
1,5,4,nat_03044.wav,True,5
1,5,5,nat_04023.wav,True,10
1,5,6,ctrl_00470.wav,False,14
1,5,7,ctrl_00637.wav,False,8
1,5,8,nat_06771.wav,True,11
1,5,9,nat_11869.wav,True,7
1,5,10,ctrl_00629.wav,False,11
1,5,11,ctrl_00815.wav,False,9
1,5,12,ctrl_00007.wav,False,17
1,5,13,ctrl_00071.wav,False,10
1,5,14,nat_06163.wav,True,10
1,5,15,nat_02172.wav,True,9
1,5,16,nat_00969.wav,True,10
1,5,17,ctrl_00648.wav,False,11
1,5,18,nat_16115.wav,True,9
1,5,19,nat_18248.wav,True,10
1,5,20,nat_01502.wav,True,6
1,5,21,nat_05307.wav,True,7
1,5,22,nat_18557.wav,True,7
1,5,23,nat_06467.wav,True,11
1,5,24,nat_12063.wav,True,8
1,5,25,ctrl_00992.wav,False,11
1,5,26,nat_12261.wav,True,9
1,5,27,ctrl_01137.wav,False,7
1,5,28,ctrl_00830.wav,False,10
1,5,29,ctrl_00946.wav,False,6
1,5,30,nat_19520.wav,True,8
1,5,31,nat_09928.wav,True,9
1,5,32,ctrl_00831.wav,False,10
1,5,33,ctrl_00278.wav,False,13
1,5,34,nat_19502.wav,True,7
1,5,35,ctrl_00930.wav,False,11
1,5,36,nat_15895.wav,True,6
1,5,37,ctrl_00943.wav,False,10
1,5,38,nat_03577.wav,True,6
1,5,39,ctrl_00840.wav,False,12
1,5,40,nat_12837.wav,True,6
1,5,41,nat_17657.wav,True,11
1,5,42,nat_18897.wav,True,10
1,5,43,nat_03268.wav,True,12
1,5,44,ctrl_00731.wav,False,10
1,5,45,nat_06723.wav,True,8
1,5,46,ctrl_00547.wav,False,5
1,5,47,nat_07207.wav,True,8
1,5,48,nat_07634.wav,True,10
1,5,49,ctrl_00559.wav,False,10
1,5,50,nat_17526.wav,True,10
1,5,51,nat_09009.wav,True,9
1,5,52,ctrl_01166.wav,False,7
1,5,53,ctrl_00218.wav,False,15
1,5,54,nat_11081.wav,True,9
1,5,55,ctrl_01109.wav,False,11
1,5,56,ctrl_01172.wav,False,9
1,5,57,nat_11048.wav,True,11
1,5,58,nat_04587.wav,True,9
1,5,59,ctrl_00656.wav,False,11
1,5,60,nat_16123.wav,True,9
1,5,61,nat_10379.wav,True,11
1,5,62,nat_17702.wav,True,8
1,5,63,nat_19264.wav,True,10
1,5,64,nat_12409.wav,True,9
1,5,65,ctrl_00449.wav,False,11
1,5,66,ctrl_01065.wav,False,8
1,5,67,nat_14549.wav,True,6
1,5,68,ctrl_00186.wav,False,14
1,5,69,nat_11554.wav,True,8
1,5,70,nat_05142.wav,True,8
1,5,71,nat_07042.wav,True,9
1,5,72,nat_08478.wav,True,10
1,5,73,nat_07467.wav,True,10
1,5,74,nat_10347.wav,True,10
1,5,75,nat_17897.wav,True,9
1,5,76,nat_05609.wav,True,11
1,5,77,ctrl_01148.wav,False,10
1,5,78,ctrl_00149.wav,False,12
1,5,79,nat_05528.wav,True,7
1,5,80,ctrl_00541.wav,False,10
1,6,1,nat_05695.wav,True,8
1,6,2,nat_10048.wav,True,10
1,6,3,nat_01429.wav,True,8
1,6,4,ctrl_00377.wav,False,9
1,6,5,nat_15731.wav,True,5
1,6,6,ctrl_01098.wav,False,10
1,6,7,nat_00312.wav,True,11
1,6,8,nat_06858.wav,True,7
1,6,9,ctrl_00521.wav,False,7
1,6,10,ctrl_00801.wav,False,10
1,6,11,ctrl_00535.wav,False,10
1,6,12,ctrl_00042.wav,False,8
1,6,13,nat_01775.wav,True,9
1,6,14,nat_18882.wav,True,8
1,6,15,ctrl_00179.wav,False,6
1,6,16,ctrl_00230.wav,False,13
1,6,17,nat_05131.wav,True,7
1,6,18,ctrl_01124.wav,False,6
1,6,19,nat_02151.wav,True,10
1,6,20,nat_14847.wav,True,10
1,6,21,nat_19909.wav,True,10
1,6,22,nat_15135.wav,True,8
1,6,23,nat_05037.wav,True,6
1,6,24,ctrl_00240.wav,False,7
1,6,25,nat_11434.wav,True,9
1,6,26,ctrl_00858.wav,False,10
1,6,27,nat_12537.wav,True,9
1,6,28,nat_16716.wav,True,9
1,6,29,nat_10748.wav,True,9
1,6,30,nat_14012.wav,True,13
1,6,31,ctrl_00157.wav,False,8
1,6,32,ctrl_00463.wav,False,6
1,6,33,ctrl_00224.wav,False,8
1,6,34,nat_19596.wav,True,11
1,6,35,nat_11830.wav,True,8
1,6,36,nat_05603.wav,True,9
1,6,37,ctrl_00067.wav,False,9
1,6,38,nat_11218.wav,True,9
1,6,39,nat_15911.wav,True,8
1,6,40,nat_12621.wav,True,9
1,6,41,nat_02316.wav,True,7
1,6,42,nat_11541.wav,True,8
1,6,43,ctrl_00697.wav,False,10
1,6,44,nat_02613.wav,True,8
1,6,45,nat_03531.wav,True,9
1,6,46,nat_15941.wav,True,11
1,6,47,nat_05586.wav,True,6
1,6,48,ctrl_00227.wav,False,12
1,6,49,nat_05616.wav,True,6
1,6,50,ctrl_01183.wav,False,14
1,6,51,nat_09764.wav,True,9
1,6,52,ctrl_00181.wav,False,8
1,6,53,nat_11292.wav,True,9
1,6,54,ctrl_01132.wav,False,10
1,6,55,nat_09635.wav,True,11
1,6,56,nat_08954.wav,True,9
1,6,57,ctrl_00078.wav,False,16
1,6,58,nat_14399.wav,True,7
1,6,59,nat_00104.wav,True,6
1,6,60,ctrl_00143.wav,False,7
1,6,61,nat_01794.wav,True,10
1,6,62,nat_11611.wav,True,9
1,6,63,nat_11472.wav,True,8
1,6,64,ctrl_01003.wav,False,10
1,6,65,nat_11888.wav,True,11
1,6,66,nat_08029.wav,True,6
1,6,67,ctrl_01190.wav,False,7
1,6,68,nat_13502.wav,True,9
1,6,69,nat_14424.wav,True,7
1,6,70,nat_12725.wav,True,12
1,6,71,ctrl_00671.wav,False,9
1,6,72,ctrl_00573.wav,False,9
1,6,73,nat_10056.wav,True,10
1,6,74,ctrl_01189.wav,False,6
1,6,75,ctrl_00090.wav,False,12
1,6,76,ctrl_00358.wav,False,9
1,6,77,nat_11758.wav,True,8
1,6,78,ctrl_00272.wav,False,9
1,6,79,nat_15162.wav,True,9
1,6,80,nat_02100.wav,True,10
1,7,1,nat_10237.wav,True,10
1,7,2,nat_08915.wav,True,9
1,7,3,nat_02794.wav,True,9
1,7,4,nat_16058.wav,True,7
1,7,5,ctrl_00115.wav,False,10
1,7,6,nat_12395.wav,True,11
1,7,7,ctrl_00939.wav,False,9
1,7,8,nat_00650.wav,True,10
1,7,9,nat_12822.wav,True,7
1,7,10,nat_18900.wav,True,10
1,7,11,ctrl_00650.wav,False,9
1,7,12,ctrl_00366.wav,False,9
1,7,13,nat_10940.wav,True,8
1,7,14,ctrl_00989.wav,False,7
1,7,15,nat_01475.wav,True,11
1,7,16,nat_14334.wav,True,9
1,7,17,ctrl_00813.wav,False,7
1,7,18,ctrl_00657.wav,False,16
1,7,19,ctrl_01188.wav,False,10
1,7,20,nat_11618.wav,True,10
1,7,21,ctrl_00520.wav,False,9
1,7,22,nat_07945.wav,True,11
1,7,23,nat_03106.wav,True,7
1,7,24,ctrl_00234.wav,False,9
1,7,25,nat_02024.wav,True,9
1,7,26,nat_13167.wav,True,9
1,7,27,ctrl_00206.wav,False,12
1,7,28,nat_03747.wav,True,10
1,7,29,ctrl_00641.wav,False,8
1,7,30,nat_07007.wav,True,10
1,7,31,nat_12283.wav,True,8
1,7,32,ctrl_01139.wav,False,15
1,7,33,nat_17112.wav,True,8
1,7,34,nat_12376.wav,True,10
1,7,35,nat_16399.wav,True,8
1,7,36,nat_12004.wav,True,10
1,7,37,nat_11238.wav,True,10
1,7,38,nat_15739.wav,True,10
1,7,39,nat_15113.wav,True,9
1,7,40,nat_04924.wav,True,10
1,7,41,ctrl_00669.wav,False,13
1,7,42,ctrl_00974.wav,False,6
1,7,43,ctrl_01037.wav,False,11
1,7,44,nat_14855.wav,True,7
1,7,45,ctrl_00628.wav,False,9
1,7,46,nat_03626.wav,True,8
1,7,47,nat_13516.wav,True,10
1,7,48,ctrl_00103.wav,False,9
1,7,49,nat_19017.wav,True,11
1,7,50,nat_06007.wav,True,7
1,7,51,nat_12487.wav,True,12
1,7,52,nat_18917.wav,True,7
1,7,53,ctrl_00866.wav,False,15
1,7,54,nat_03829.wav,True,8
1,7,55,nat_04112.wav,True,9
1,7,56,nat_14967.wav,True,8
1,7,57,ctrl_00298.wav,False,9
1,7,58,ctrl_00215.wav,False,9
1,7,59,nat_18338.wav,True,9
1,7,60,nat_06775.wav,True,9
1,7,61,ctrl_00156.wav,False,5
1,7,62,nat_15727.wav,True,10
1,7,63,nat_12524.wav,True,11
1,7,64,ctrl_01101.wav,False,6
1,7,65,ctrl_00894.wav,False,13
1,7,66,ctrl_00276.wav,False,9
1,7,67,ctrl_01079.wav,False,15
1,7,68,nat_03169.wav,True,10
1,7,69,nat_17346.wav,True,11
1,7,70,nat_09444.wav,True,9
1,7,71,ctrl_00977.wav,False,11
1,7,72,nat_00347.wav,True,9
1,7,73,nat_04019.wav,True,9
1,7,74,nat_07245.wav,True,12
1,7,75,nat_09875.wav,True,10
1,7,76,ctrl_00046.wav,False,16
1,7,77,nat_11188.wav,True,6
1,7,78,ctrl_00268.wav,False,11
1,7,79,nat_17883.wav,True,10
1,7,80,ctrl_00193.wav,False,15
1,8,1,nat_13853.wav,True,7
1,8,2,nat_12735.wav,True,7
1,8,3,nat_10025.wav,True,8
1,8,4,nat_11605.wav,True,10
1,8,5,nat_02678.wav,True,9
1,8,6,ctrl_00324.wav,False,16
1,8,7,nat_13021.wav,True,8
1,8,8,ctrl_01001.wav,False,15
1,8,9,nat_00684.wav,True,7
1,8,10,ctrl_00238.wav,False,7
1,8,11,nat_16367.wav,True,9
1,8,12,ctrl_00355.wav,False,13
1,8,13,nat_00993.wav,True,8
1,8,14,nat_13007.wav,True,11
1,8,15,nat_01962.wav,True,8
1,8,16,nat_05184.wav,True,11
1,8,17,nat_03340.wav,True,8
1,8,18,nat_05159.wav,True,8
1,8,19,nat_04564.wav,True,6
1,8,20,nat_08174.wav,True,7
1,8,21,ctrl_00673.wav,False,12
1,8,22,ctrl_00719.wav,False,10
1,8,23,nat_09563.wav,True,12
1,8,24,nat_06174.wav,True,10
1,8,25,ctrl_00433.wav,False,15
1,8,26,nat_19681.wav,True,8
1,8,27,ctrl_00532.wav,False,8
1,8,28,nat_06647.wav,True,7
1,8,29,ctrl_00499.wav,False,5
1,8,30,nat_10742.wav,True,8
1,8,31,nat_08743.wav,True,8
1,8,32,nat_00360.wav,True,9
1,8,33,ctrl_01089.wav,False,9
1,8,34,nat_17552.wav,True,11
1,8,35,nat_13133.wav,True,10
1,8,36,ctrl_00769.wav,False,12
1,8,37,ctrl_00350.wav,False,5
1,8,38,nat_08146.wav,True,13
1,8,39,nat_02701.wav,True,9
1,8,40,nat_07877.wav,True,11
1,8,41,ctrl_00491.wav,False,9
1,8,42,ctrl_00863.wav,False,11
1,8,43,nat_06778.wav,True,10
1,8,44,nat_06416.wav,True,11
1,8,45,nat_12452.wav,True,10
1,8,46,ctrl_01076.wav,False,8
1,8,47,nat_09165.wav,True,8
1,8,48,nat_15394.wav,True,7
1,8,49,ctrl_00259.wav,False,10
1,8,50,ctrl_01197.wav,False,10
1,8,51,ctrl_01082.wav,False,15
1,8,52,ctrl_00754.wav,False,9
1,8,53,nat_14480.wav,True,9
1,8,54,nat_16647.wav,True,6
1,8,55,nat_19054.wav,True,7
1,8,56,nat_18214.wav,True,9
1,8,57,ctrl_01160.wav,False,10
1,8,58,nat_18078.wav,True,9
1,8,59,ctrl_00947.wav,False,13
1,8,60,ctrl_00738.wav,False,10
1,8,61,nat_11898.wav,True,8
1,8,62,nat_02621.wav,True,10
1,8,63,ctrl_00902.wav,False,10
1,8,64,ctrl_01025.wav,False,13
1,8,65,ctrl_00924.wav,False,9
1,8,66,ctrl_00257.wav,False,11
1,8,67,ctrl_00060.wav,False,5
1,8,68,nat_19212.wav,True,8
1,8,69,nat_16750.wav,True,10
1,8,70,nat_16017.wav,True,8
1,8,71,ctrl_00384.wav,False,10
1,8,72,nat_09269.wav,True,10
1,8,73,ctrl_00016.wav,False,10
1,8,74,nat_09171.wav,True,10
1,8,75,nat_14564.wav,True,10
1,8,76,nat_17258.wav,True,11
1,8,77,ctrl_00442.wav,False,6
1,8,78,nat_19243.wav,True,10
1,8,79,nat_03769.wav,True,10
1,8,80,nat_09703.wav,True,9
1,9,1,nat_12517.wav,True,11
1,9,2,nat_00269.wav,True,10
1,9,3,nat_18182.wav,True,7
1,9,4,nat_00398.wav,True,8
1,9,5,nat_17598.wav,True,10
1,9,6,nat_01456.wav,True,9
1,9,7,nat_01050.wav,True,11
1,9,8,nat_09523.wav,True,10
1,9,9,nat_18451.wav,True,12
1,9,10,ctrl_00097.wav,False,10
1,9,11,nat_09069.wav,True,11
1,9,12,ctrl_00597.wav,False,5
1,9,13,ctrl_00195.wav,False,15
1,9,14,nat_13079.wav,True,9
1,9,15,nat_04088.wav,True,10
1,9,16,nat_10752.wav,True,10
1,9,17,nat_02287.wav,True,7
1,9,18,nat_03873.wav,True,9
1,9,19,ctrl_00524.wav,False,15
1,9,20,ctrl_00415.wav,False,6
1,9,21,nat_16313.wav,True,7
1,9,22,nat_07414.wav,True,9
1,9,23,nat_10648.wav,True,7
1,9,24,nat_06094.wav,True,9
1,9,25,ctrl_00374.wav,False,5
1,9,26,ctrl_00996.wav,False,16
1,9,27,nat_06267.wav,True,8
1,9,28,ctrl_00969.wav,False,13
1,9,29,nat_14428.wav,True,10
1,9,30,ctrl_01146.wav,False,15
1,9,31,nat_12165.wav,True,10
1,9,32,nat_18566.wav,True,11
1,9,33,ctrl_00313.wav,False,9
1,9,34,nat_04668.wav,True,10
1,9,35,nat_02324.wav,True,8
1,9,36,ctrl_00228.wav,False,14
1,9,37,nat_13708.wav,True,10
1,9,38,ctrl_00166.wav,False,7
1,9,39,ctrl_00917.wav,False,4
1,9,40,nat_06427.wav,True,9
1,9,41,ctrl_00897.wav,False,6
1,9,42,nat_14223.wav,True,11
1,9,43,nat_09971.wav,True,10
1,9,44,nat_14645.wav,True,6
1,9,45,nat_06550.wav,True,10
1,9,46,ctrl_00506.wav,False,11
1,9,47,ctrl_00610.wav,False,9
1,9,48,nat_01963.wav,True,8
1,9,49,nat_05607.wav,True,11
1,9,50,ctrl_00022.wav,False,7
1,9,51,ctrl_00762.wav,False,12
1,9,52,nat_08835.wav,True,10
1,9,53,ctrl_00359.wav,False,4
1,9,54,nat_19286.wav,True,9
1,9,55,nat_01076.wav,True,8
1,9,56,ctrl_00421.wav,False,8
1,9,57,nat_07948.wav,True,9
1,9,58,nat_03311.wav,True,7
1,9,59,ctrl_00783.wav,False,12
1,9,60,nat_15909.wav,True,10
1,9,61,nat_10421.wav,True,9
1,9,62,ctrl_00611.wav,False,4
1,9,63,nat_06460.wav,True,11
1,9,64,ctrl_01149.wav,False,10
1,9,65,nat_07159.wav,True,11
1,9,66,nat_15170.wav,True,10
